complete contents,count
Bromazolam,14
Ethylbromazolam,10
No Active Component,10
Diazepam,5
Flubromazolam,4
Flualprazolam,4
Zolpidem with Paracetamol,2
Paracetamol,2
Clonazepam,2
Zolpidem,2
Zopiclone,2
"Bromazolam, Metonitazene",1
Lorazepam,1
"Paracetamol, Bromazolam",1
Zopiclone with MDMA,1
Nitrazepam,1
MDMA with Zopiclone,1
Pregabalin,1
Promethazine,1
Zaleplon,1
Promethazine with Ethylbromazolam,1
Paracetamol with Bromazolam,1
